title,date,article_body,link,category,summary,company_name,funds
"Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces Investigation of Stanley Black & Decker, Inc. (SWK) on Behalf of Investors",03/30/2023 - 05:00 PM,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”), a leading national shareholder rights law firm, today announced that it has commenced an investigation on behalf of Stanley Black & Decker, Inc. (“Stanley” or the “Company”) (NYSE: SWK) investors concerning the Company’s possible violations of the federal securities laws.",https://www.businesswire.com/news/home/20230330005739/en,Lawsuit News,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”), a leading national shareholder rights law firm, today announced that it has commenced an investigation on behalf of Stanley Black & Decker, Inc. (“Stanley” or the “Company”) (NYSE: SWK) investors concerning the Company’s possible violations of the federal securities laws.","['Prongay & Murray LLP', 'GPM', 'Stanley Black & Decker, Inc.', 'Stanley', 'NYSE', 'Company']",[]
"Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces Investigation of Harmony Biosciences Holdings, Inc. (HRMY) on Behalf of Investors",03/30/2023 - 05:00 PM,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”), a leading national shareholder rights law firm, today announced that it has commenced an investigation on behalf of Harmony Biosciences Holdings, Inc. (“Harmony” or the “Company”) (NASDAQ: HRMY) investors concerning the Company’s possible violations of the federal securities laws.",https://www.businesswire.com/news/home/20230330005741/en,Lawsuit News,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”), a leading national shareholder rights law firm, today announced that it has commenced an investigation on behalf of Harmony Biosciences Holdings, Inc. (“Harmony” or the “Company”) (NASDAQ: HRMY) investors concerning the Company’s possible violations of the federal securities laws.","['Prongay & Murray LLP', 'GPM', 'Harmony Biosciences Holdings, Inc.', 'Company']",[]
Shareholder Alert: Robbins LLP Informs Investors of Class Action Tal Education Group (TAL),03/30/2023 - 04:55 PM,"SAN DIEGO--(BUSINESS WIRE)--The Class: Robbins LLP informs investors that a shareholder filed a class action on behalf of all persons and entities that purchased or otherwise acquired Tal Education Group (NYSE: TAL) American Depository Shares (""ADSs"") between June 14, 2022 and March 14, 2023, for violations of the Securities Exchange Act of 1934. Tal is an education and technology enterprise in China.",https://www.businesswire.com/news/home/20230330005794/en,Lawsuit News,"SAN DIEGO--(BUSINESS WIRE)--The Class: Robbins LLP informs investors that a shareholder filed a class action on behalf of all persons and entities that purchased or otherwise acquired Tal Education Group (NYSE: TAL) American Depository Shares (""ADSs"") between June 14, 2022 and March 14, 2023, for violations of the Securities Exchange Act of 1934.Tal is an education and technology enterprise in China.","['Tal Education Group', 'NYSE', 'TAL', 'the Securities Exchange Act']",[]
INVESTOR ALERT: Law Offices of Howard G. Smith Announces the Filing of a Securities Class Action on Behalf of TAL Education Group (TAL) Investors,03/30/2023 - 04:25 PM,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith announces that a class action lawsuit has been filed on behalf of investors who purchased TAL Education Group (“TAL” or the “Company”) (NYSE: TAL) American Depository Shares (“ADSs”) between June 14, 2022 and March 14, 2023, inclusive (the “Class Period”). TAL investors have until May 30, 2023 to file a lead plaintiff motion.",https://www.businesswire.com/news/home/20230330005778/en,Lawsuit News,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith announces that a class action lawsuit has been filed on behalf of investors who purchased TAL Education Group (“TAL” or the “Company”) (NYSE: TAL) American Depository Shares (“ADSs”) between June 14, 2022 and March 14, 2023, inclusive (the “Class Period”).TAL investors have until May 30, 2023 to file a lead plaintiff motion.","['TAL Education Group', 'TAL', 'NYSE', 'TAL']",[]
"INVESTOR ALERT: Law Offices of Howard G. Smith Announces Investigation of Stanley Black & Decker, Inc. (SWK) on Behalf of Investors",03/30/2023 - 03:29 PM,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith announces an investigation on behalf of Stanley Black & Decker, Inc. (“Stanley” or the “Company”) (NYSE: SWK) investors concerning the Company’s possible violations of federal securities laws.",https://www.businesswire.com/news/home/20230330005733/en,Lawsuit News,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith announces an investigation on behalf of Stanley Black & Decker, Inc. (“Stanley” or the “Company”) (NYSE: SWK) investors concerning the Company’s possible violations of federal securities laws.","['Stanley Black & Decker, Inc.', 'Stanley', 'NYSE', 'Company']",[]
"INVESTOR ALERT: Law Offices of Howard G. Smith Announces Investigation of Luminar Technologies, Inc. (LAZR) on Behalf of Investors",03/30/2023 - 03:23 PM,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith announces an investigation on behalf of Luminar Technologies, Inc. (“Luminar” or the “Company”) (NASDAQ: LAZR) investors concerning the Company’s possible violations of federal securities laws.",https://www.businesswire.com/news/home/20230330005736/en,Lawsuit News,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith announces an investigation on behalf of Luminar Technologies, Inc. (“Luminar” or the “Company”) (NASDAQ: LAZR) investors concerning the Company’s possible violations of federal securities laws.","['Luminar Technologies, Inc.', 'Company']",[]
INVESTOR DEADLINE: Target Corp. Investors with Substantial Losses Have Opportunity to Lead the Target Class Action Lawsuit - TGT,03/30/2023 - 03:16 PM,"SAN DIEGO--(BUSINESS WIRE)--Robbins Geller Rudman & Dowd LLP announces that purchasers or acquirers of Target Corporation (NYSE: TGT) common stock between August 18, 2021 and May 17, 2022, inclusive (the “Class Period”) have until May 30, 2023 to seek appointment as lead plaintiff in the Target class action lawsuit. Captioned Perez v. Target Corporation, No. 23-cv-00769 (D. Minn.), the Target class action lawsuit charges Target and certain of Target’s top executives with violations of the Securities Exchange Act of 1934.",https://www.businesswire.com/news/home/20230330005717/en,Lawsuit News,"SAN DIEGO--(BUSINESS WIRE)--Robbins Geller Rudman & Dowd LLP announces that purchasers or acquirers of Target Corporation (NYSE: TGT) common stock between August 18, 2021 and May 17, 2022, inclusive (the “Class Period”) have until May 30, 2023 to seek appointment as lead plaintiff in the Target class action lawsuit.23-cv-00769 (D. Minn.), the Target class action lawsuit charges Target and certain of Target’s top executives with violations of the Securities Exchange Act of 1934.","['Geller Rudman & Dowd LLP', 'Target Corporation', 'NYSE', 'TGT', 'Target', 'Target', 'Target', 'Target', 'the Securities Exchange Act']",[]
"INVESTOR ALERT: Law Offices of Howard G. Smith Announces Investigation of Harmony Biosciences Holdings, Inc. (HRMY) on Behalf of Investors",03/30/2023 - 03:06 PM,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith announces an investigation on behalf of Harmony Biosciences Holdings, Inc. (“Harmony” or the “Company”) (NASDAQ: HRMY) investors concerning the Company’s possible violations of federal securities laws.",https://www.businesswire.com/news/home/20230330005735/en,Lawsuit News,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith announces an investigation on behalf of Harmony Biosciences Holdings, Inc. (“Harmony” or the “Company”) (NASDAQ: HRMY) investors concerning the Company’s possible violations of federal securities laws.","['Harmony Biosciences Holdings, Inc.', 'Company']",[]
"SHAREHOLDER ACTION ALERT: The Schall Law Firm Encourages Investors in Target Corporation with Losses of $100,000 to Contact the Firm",03/30/2023 - 02:35 PM,"LOS ANGELES--(BUSINESS WIRE)--The Schall Law Firm, a national shareholder rights litigation firm, reminds investors of a class action lawsuit against Target Corporation (“Target” or “the Company”) (NYSE: TGT) for violations of §§10(b) and 20(a) of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder by the U.S. Securities and Exchange Commission.",https://www.businesswire.com/news/home/20230330005720/en,Lawsuit News,"LOS ANGELES--(BUSINESS WIRE)--The Schall Law Firm, a national shareholder rights litigation firm, reminds investors of a class action lawsuit against Target Corporation (“Target” or “the Company”) (NYSE: TGT) for violations of §§10(b) and 20(a) of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder by the U.S. Securities and Exchange Commission.","['LOS', 'WIRE)--The Schall Law Firm', 'Target Corporation', 'Target', 'NYSE', 'the Securities Exchange Act', 'the U.S. Securities and Exchange Commission']",[]
Glancy Prongay & Murray LLP Reminds Investors of Looming Deadline in the Class Action Lawsuit Against Norfolk Southern Corporation (NSC),03/30/2023 - 12:49 PM,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”) reminds investors of the upcoming May 15, 2023 deadline to file a lead plaintiff motion in the class action filed on behalf of investors who purchased or otherwise acquired Norfolk Southern Corporation (“Norfolk Southern” or the “Company”) (NYSE: NSC) common stock between October 28, 2020 and March 3, 2023, inclusive (the “Class Period”).",https://www.businesswire.com/news/home/20230330005670/en,Lawsuit News,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”) reminds investors of the upcoming May 15, 2023 deadline to file a lead plaintiff motion in the class action filed on behalf of investors who purchased or otherwise acquired Norfolk Southern Corporation (“Norfolk Southern” or the “Company”) (NYSE: NSC) common stock between October 28, 2020 and March 3, 2023, inclusive (the “Class Period”).","['Prongay & Murray LLP', 'GPM', 'Norfolk Southern Corporation', 'NYSE', 'NSC']",[]
Glancy Prongay & Murray LLP Reminds Investors of Looming Deadline in the Class Action Lawsuit Against Tupperware Brands Corporation (TUP),03/30/2023 - 12:48 PM,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”) reminds investors of the upcoming May 19, 2023 deadline to file a lead plaintiff motion in the class action filed on behalf of investors who purchased or otherwise acquired Tupperware Brands Corporation (“Tupperware” or the “Company”) (NYSE: TUP) securities between March 10, 2021 and March 16, 2023, inclusive (the “Class Period”).",https://www.businesswire.com/news/home/20230330005667/en,Lawsuit News,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”) reminds investors of the upcoming May 19, 2023 deadline to file a lead plaintiff motion in the class action filed on behalf of investors who purchased or otherwise acquired Tupperware Brands Corporation (“Tupperware” or the “Company”) (NYSE: TUP) securities between March 10, 2021 and March 16, 2023, inclusive (the “Class Period”).","['Prongay & Murray LLP', 'GPM', 'Tupperware Brands Corporation', 'Tupperware', 'NYSE', 'TUP']",[]
"Deadline Reminder: Law Offices of Howard G. Smith Reminds Investors of Looming Deadline in the Class Action Lawsuit Against United Natural Foods, Inc. (UNFI)",03/30/2023 - 12:37 PM,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith reminds investors of the upcoming May 19, 2023 deadline to file a lead plaintiff motion in the case filed on behalf of investors who purchased United Natural Foods, Inc. (“United Natural Foods” or the “Company”) (NYSE: UNFI) securities between March 10, 2021 and March 7, 2023, inclusive (the “Class Period”).",https://www.businesswire.com/news/home/20230330005671/en,Lawsuit News,"BENSALEM, Pa.--(BUSINESS WIRE)--Law Offices of Howard G. Smith reminds investors of the upcoming May 19, 2023 deadline to file a lead plaintiff motion in the case filed on behalf of investors who purchased United Natural Foods, Inc. (“United Natural Foods” or the “Company”) (NYSE: UNFI) securities between March 10, 2021 and March 7, 2023, inclusive (the “Class Period”).","['United Natural Foods, Inc.', 'NYSE', 'UNFI']",[]
CNXC Stock Alert: Halper Sadeh LLC is Investigating Whether the Merger of Concentrix Corporation Is Fair to Shareholders,03/30/2023 - 11:50 AM,"NEW YORK--(BUSINESS WIRE)--Halper Sadeh LLC, an investor rights law firm, is investigating whether the merger of Concentrix Corporation (NASDAQ: CNXC) and Webhelp is fair to Concentrix shareholders. Upon closing of the proposed transaction, Concentrix shareholders will own approximately 78% of the combined company.",https://www.businesswire.com/news/home/20230330005643/en,Lawsuit News,"NEW YORK--(BUSINESS WIRE)--Halper Sadeh LLC, an investor rights law firm, is investigating whether the merger of Concentrix Corporation (NASDAQ: CNXC) and Webhelp is fair to Concentrix shareholders.Upon closing of the proposed transaction, Concentrix shareholders will own approximately 78% of the combined company.","['Concentrix Corporation', 'Concentrix']",[]
Davis Wright Tremaine Secures Win for Publishing Industry and Authors in Major Copyright Case,03/30/2023 - 11:37 AM,"NEW YORK--(BUSINESS WIRE)--Davis Wright Tremaine LLP’s media litigation team, representing leading book publishers, has been granted summary judgment in a federal lawsuit that challenged mass-scale copyright infringement by the Internet Archive.",https://www.businesswire.com/news/home/20230330005633/en,Lawsuit News,"NEW YORK--(BUSINESS WIRE)--Davis Wright Tremaine LLP’s media litigation team, representing leading book publishers, has been granted summary judgment in a federal lawsuit that challenged mass-scale copyright infringement by the Internet Archive.",['the Internet Archive'],[]
"Bronstein, Gewirtz & Grossman, LLC Notifies Honda Motor Co., Ltd. (HMC) Investors of Class Action and to Actively Participate",03/30/2023 - 11:00 AM,"NEW YORK--(BUSINESS WIRE)--Attorney Advertising--Bronstein, Gewirtz & Grossman, LLC notifies investors that a class action lawsuit has been filed against Honda Motor Co., Ltd. (""Honda"" or the ""Company"") (NYSE: HMC) and certain of its officers, on behalf of all persons and entities that purchased or otherwise acquired Honda American Depository Shares (""ADSs"") between June 20, 2018 and September 28, 2022, both dates inclusive (the ""Class Period""). Such investors are encouraged to join this case by visiting the firm’s site: www.bgandg.com/hmc1.",https://www.businesswire.com/news/home/20230330005122/en,Lawsuit News,"NEW YORK--(BUSINESS WIRE)--Attorney Advertising--Bronstein, Gewirtz & Grossman, LLC notifies investors that a class action lawsuit has been filed against Honda Motor Co., Ltd. (""Honda"" or the ""Company"") (NYSE: HMC) and certain of its officers, on behalf of all persons and entities that purchased or otherwise acquired Honda American Depository Shares (""ADSs"") between June 20, 2018 and September 28, 2022, both dates inclusive (the ""Class Period"").Such investors are encouraged to join this case by visiting the firm’s site: www.bgandg.com/hmc1.","['Gewirtz & Grossman', 'LLC', 'Honda Motor Co., Ltd.', 'Honda', 'NYSE', 'HMC', 'Honda']",[]
"Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces Investigation of Trinseo PLC (TSE) on Behalf of Investors",03/30/2023 - 11:00 AM,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”), a leading national shareholder rights law firm, today announced that it has commenced an investigation on behalf of Trinseo PLC (“Trinseo” or the “Company”) (NYSE: TSE) investors concerning the Company’s possible violations of the federal securities laws.",https://www.businesswire.com/news/home/20230330005264/en,Lawsuit News,"LOS ANGELES--(BUSINESS WIRE)--Glancy Prongay & Murray LLP (“GPM”), a leading national shareholder rights law firm, today announced that it has commenced an investigation on behalf of Trinseo PLC (“Trinseo” or the “Company”) (NYSE: TSE) investors concerning the Company’s possible violations of the federal securities laws.","['Prongay & Murray LLP', 'GPM', 'Trinseo PLC', 'Trinseo', 'NYSE', 'TSE', 'Company']",[]
DFFN Stock Alert: Halper Sadeh LLC Is Investigating Whether the Merger of Diffusion Pharmaceuticals Inc. Is Fair to Shareholders,03/30/2023 - 10:42 AM,"NEW YORK--(BUSINESS WIRE)--Halper Sadeh LLC, an investor rights law firm, is investigating whether the merger of Diffusion Pharmaceuticals Inc. (NASDAQ: DFFN) and EIP Pharma Inc. is fair to Diffusion shareholders.",https://www.businesswire.com/news/home/20230330005614/en,Lawsuit News,"NEW YORK--(BUSINESS WIRE)--Halper Sadeh LLC, an investor rights law firm, is investigating whether the merger of Diffusion Pharmaceuticals Inc. (NASDAQ: DFFN) and EIP Pharma Inc. is fair to Diffusion shareholders.","['Diffusion Pharmaceuticals Inc.', 'EIP Pharma Inc.', 'Diffusion']",[]
"EQUITY ALERT: ROSEN, A GLOBALLY RECOGNIZED LAW FIRM, Encourages Target Corporation Investors with Losses in Excess of $100K to Secure Counsel Before Important Deadline in Securities Class Action – TGT",03/30/2023 - 10:06 AM,"NEW YORK--(BUSINESS WIRE)--WHY: Rosen Law Firm, a global investor rights law firm, announces the filing of a class action lawsuit on behalf of purchasers of common stock of Target Corporation (NYSE: TGT) between August 18, 2021 and May 17, 2022, both dates inclusive (the “Class Period”). A class action lawsuit has already been filed. If you wish to serve as lead plaintiff, you must move the Court no later than May 30, 2023.",https://www.businesswire.com/news/home/20230330005587/en,Lawsuit News,"NEW YORK--(BUSINESS WIRE)--WHY: Rosen Law Firm, a global investor rights law firm, announces the filing of a class action lawsuit on behalf of purchasers of common stock of Target Corporation (NYSE: TGT) between August 18, 2021 and May 17, 2022, both dates inclusive (the “Class Period”).If you wish to serve as lead plaintiff, you must move the Court no later than May 30, 2023.","['Target Corporation', 'NYSE', 'Court']",[]
INVESTIGATION REMINDER: The Schall Law Firm Announces it is Investigating Claims Against Peabody Energy Corporation and Encourages Investors with Losses to Contact the Firm,03/30/2023 - 09:50 AM,"LOS ANGELES--(BUSINESS WIRE)--The Schall Law Firm, a national shareholder rights litigation firm, announces that it is investigating claims on behalf of investors of Peabody Energy Corporation (“Peabody” or “the Company”) (NYSE: BTU) for violations of the securities laws.",https://www.businesswire.com/news/home/20230330005280/en,Lawsuit News,"LOS ANGELES--(BUSINESS WIRE)--The Schall Law Firm, a national shareholder rights litigation firm, announces that it is investigating claims on behalf of investors of Peabody Energy Corporation (“Peabody” or “the Company”) (NYSE: BTU) for violations of the securities laws.","['LOS', 'WIRE)--The Schall Law Firm', 'Peabody Energy Corporation', 'NYSE', 'BTU']",[]
